client,purchasing_document_num,comp_code,purchase_doc_category,purchase_doc_type,control_ind_purchasing_document,delection_ind_purchasing_document,status,created_on,name_of_person_created_object,item_num_interval,last_item_num,vendor_acct_num,language_key,payment_key_terms,cash_discount_days1,cash_discount_days2,cash_discount_days3,cash_discount_perc1,cash_discount_perc2,purchasing_org,purchasing_group,currency_key,exchange_rate,exchange_rate_fixing_ind,purchasing_document_date,validity_period_start,validity_period_end,application_closing_date,bid_submission_deadline,quotation_binding_period,warranty_date,bid_invitation_num,quotation_num,quotation_submission_date,your_ref,responsible_salesperson_vendor,vendor_telephone_num,supplying_vendor,customer_num,num_of_principal_purchase_agreement,field_not_used_abgru,complete_delivery_stipulated,goods_receipt_message_ind,supplying_plant_in_transport_order,field_not_used_lblif,incoterms_part_1,incoterms_part_2,target_value_for_header_area,collective_num,num_of_document_condition,pricing_procedure,update_group_for_statistics_update,different_invoicing_party,num_of_foreign_trade_data,our_ref,logical_system,subitems_item_num_interval,document_time_dependent_cond,release_group,release_strategy,purchasing_document_release_ind,release_status,release_not_yet_effected,tax_return_country,scheduling_agreement_documentation_ind,addr_num,sales_tax_id_country,vat_registration_num,reason_for_cancellation,additional_document_num,miscellaneous_provisions_correction,po_not_yet_complete,purchasing_document_processing_state,total_value_at_release_time,purchasing_version_num,scm_process_that_created_po,goods_receipt_reason_code,incompleteness_category,retention_ind,retention_percent,down_payment_ind,down_payment_perc,down_payment_amount_doc_currency,down_payment_due_date,process_idnt_num,part_of_contract_hierarchy,threshold_value_exchange_rate_exists,legal_contract_num,contract_name,contract_release_date,shipping_type,physical_handover_of_goods_loc,shipping_conditions,incoterms_version,incoterms_loc_1,incoterms_loc_2,external_ref_system_id,external_ref_id,internal_key_force_element,internal_version_counter,reloc_id,reloc_step_id,ship_with,card_program,payment_event,internal_generated_sequence_num,payment_by_pcard_ind,seasonal_purchase_order_document,deliver_date_header_all_items_same_date,plant_header_all_items_same_plant,firm_deal_ind,take_acct_purchase_group,take_acct_plants,take_acct_contracts,take_acct_item_categories,take_acct_fixed_date_purchases_ind,consider_budget,take_acct_allocate_table_relevance,take_acct_delivery_period,take_acct_delivery_date,otb_check_level,otb_condition_type,unique_num_of_budget,required_budget,otb_currency,otb_relevant_purchasing_doc_budget,special_release_budget,otb_special_release_reason_profile,budget_type,otb_check_status,otb_check_status_reason_ind,otb_check_type,otb_relevant_contract,otb_indicator_level_for_contracts,distributiong_using_target_value,is_quarantined
100,0003476024,1000,F,NB, , ,9,2021-01-04 06:00:00.000000,ZTE3015,10,20,0001050042,E,VT30,33,0,0,0.000,0.000,1000,FM9,USD,1.00000, ,2021-01-04 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, , ,1900-01-01 06:00:00.000000, , , , , , , , , , , ,DFP,"FOB Destination, frt prepaid",0.00,CONFIRMED,1009248726,ZRM000,SAP,0005058838, , , ,1, ,01,PA,A,X, ,US, , ,US, ,0, , , ,05,5572.57, , , , , ,0.00, ,0.00,0.00,1900-01-01 06:00:00.000000, , , , , ,1900-01-01 06:00:00.000000, , , , , , , , , ,0, , , , , , , , ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , ,0,0.00, ,0.00,0.00, , , , , , , , ,false
100,0003476064,1000,F,NB, , ,9,2021-01-04 06:00:00.000000,ZHK0023,10,30,0001052227,E,1O30,13,33,0,1.000,0.000,1000,AT6,USD,1.00000, ,2021-01-04 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, , ,1900-01-01 06:00:00.000000, , , , , , , , , , , ,OPR,FOB origin,0.00, ,1009250024,ZRM000,SAP,0005062252, ,00, ,1, ,01,PA,A,X, ,US, , ,US, ,0, , , ,05,53474.40, , , , , ,0.00, ,0.00,0.00,1900-01-01 06:00:00.000000, , , , , ,1900-01-01 06:00:00.000000, , , , , , , , , ,0, , , , , , , , ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , ,0,0.00, ,0.00,0.00, , , , , , , , ,false
100,0003476081,1000,F,NB, , ,9,2021-01-04 06:00:00.000000,ZRM0489,10,20,0001013234,E,N120,120,0,0,0.000,0.000,1000,BF6,USD,1.00000, ,2021-01-04 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, , ,1900-01-01 06:00:00.000000, , , , , , , , , , , ,DFP,"FOB Destination, frt prepaid",0.00,PD01/08/21,1009249240,ZRM000,SAP,0005019011, , , ,1, , , , , , ,US, , ,US, ,0, , , ,02,0.00, , , , , ,0.00, ,0.00,0.00,1900-01-01 06:00:00.000000, , , , , ,1900-01-01 06:00:00.000000, , , , , , , , , ,0, , , , , , , , ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , ,0,0.00, ,0.00,0.00, , , , , , , , ,false
100,0003476093,1000,F,ZUB,T, ,9,2021-01-04 06:00:00.000000,ZMG0226,10,10, ,E, ,0,0,0,0.000,0.000,1000,012,USD,1.00000, ,2021-01-04 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, , ,1900-01-01 06:00:00.000000, , , , , , , , , ,5395, , , ,0.00, , , ,SAP, , ,00, ,1, , , , , , ,US, , ,US, ,0, , , ,02,0.00, , , , , ,0.00, ,0.00,0.00,1900-01-01 06:00:00.000000, , , , , ,1900-01-01 06:00:00.000000, , , , , , , , , ,0, , , , , , , , ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , ,0,0.00, ,0.00,0.00, , , , , , , , ,false
100,0003476125,1000,F,ZUB,T, ,9,2021-01-04 06:00:00.000000,ZKG0020,10,10, ,E, ,0,0,0,0.000,0.000,1000,AT2,USD,1.00000, ,2021-01-04 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, , ,1900-01-01 06:00:00.000000, , , , , , , , , ,5395, , , ,0.00, , , ,SAP, , , , ,1, , , , , , ,US, , ,US, ,0, , , ,02,0.00, , , , , ,0.00, ,0.00,0.00,1900-01-01 06:00:00.000000, , , , , ,1900-01-01 06:00:00.000000, , , , , , , , , ,0, , , , , , , , ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , ,0,0.00, ,0.00,0.00, , , , , , , , ,false
100,0003476149,1000,F,NB, , ,9,2021-01-04 06:00:00.000000,ZAF3016,10,10,0001034835,E,N120,120,0,0,0.000,0.000,1000,SE3,USD,1.00000, ,2021-01-04 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, , ,1900-01-01 06:00:00.000000, ,5000318, ,0003062877, , , , , , , ,OFC,"FOB origin,frt collect (OTM)",0.00, ,1009250037,ZRM000,SAP,0005005363, , , ,1, ,01,PA,A,X, ,US, , ,US, ,0, , , ,05,8353.80, , , , , ,0.00, ,0.00,0.00,1900-01-01 06:00:00.000000, , , , , ,1900-01-01 06:00:00.000000, , , , , , , , , ,0, , , , , , , , ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , ,0,0.00, ,0.00,0.00, , , , , , , , ,false
100,0003476151,1000,F,NB, , ,9,2021-01-04 06:00:00.000000,ZAF3016,10,10,0001034835,E,N120,120,0,0,0.000,0.000,1000,SE3,USD,1.00000, ,2021-01-04 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, , ,1900-01-01 06:00:00.000000, ,5000318, ,0003062877, , , , , , , ,OFC,"FOB origin,frt collect (OTM)",0.00, ,1009250039,ZRM000,SAP,0005005363, , , ,1, ,01,PA,A,X, ,US, , ,US, ,0, , , ,05,8353.80, , , , , ,0.00, ,0.00,0.00,1900-01-01 06:00:00.000000, , , , , ,1900-01-01 06:00:00.000000, , , , , , , , , ,0, , , , , , , , ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , ,0,0.00, ,0.00,0.00, , , , , , , , ,false
100,0003476162,1000,F,NB, , ,9,2021-01-04 06:00:00.000000,ZAF3016,10,10,0001034835,E,N120,120,0,0,0.000,0.000,1000,SE3,USD,1.00000, ,2021-01-04 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, , ,1900-01-01 06:00:00.000000, ,5000318, ,0003062877, , , , , , , ,OFC,"FOB origin,frt collect (OTM)",0.00, ,1009250048,ZRM000,SAP,0005005363, , , ,1, ,01,PA,A,X, ,US, , ,US, ,0, , , ,05,8353.80, , , , , ,0.00, ,0.00,0.00,1900-01-01 06:00:00.000000, , , , , ,1900-01-01 06:00:00.000000, , , , , , , , , ,0, , , , , , , , ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , ,0,0.00, ,0.00,0.00, , , , , , , , ,false
100,0003476178,1000,F,NB, , ,9,2021-01-04 06:00:00.000000,ZAF3016,10,10,0001034835,E,N120,120,0,0,0.000,0.000,1000,SE3,USD,1.00000, ,2021-01-04 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, , ,1900-01-01 06:00:00.000000, ,5000318, ,0003062877, , , , , , , ,OFC,"FOB origin,frt collect (OTM)",0.00, ,1009250059,ZRM000,SAP,0005005363, , , ,1, ,01,PA,A,X, ,US, , ,US, ,0, , , ,05,8353.80, , , , , ,0.00, ,0.00,0.00,1900-01-01 06:00:00.000000, , , , , ,1900-01-01 06:00:00.000000, , , , , , , , , ,0, , , , , , , , ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , ,0,0.00, ,0.00,0.00, , , , , , , , ,false
100,0003476179,1000,F,NB, , ,9,2021-01-04 06:00:00.000000,ZAF3016,10,10,0001034835,E,N120,120,0,0,0.000,0.000,1000,SE3,USD,1.00000, ,2021-01-04 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, , ,1900-01-01 06:00:00.000000, ,5000318, ,0003062877, , , , , , , ,OFC,"FOB origin,frt collect (OTM)",0.00, ,1009250060,ZRM000,SAP,0005005363, , , ,1, ,01,PA,A,X, ,US, , ,US, ,0, , , ,05,8353.80, , , , , ,0.00, ,0.00,0.00,1900-01-01 06:00:00.000000, , , , , ,1900-01-01 06:00:00.000000, , , , , , , , , ,0, , , , , , , , ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , ,0,0.00, ,0.00,0.00, , , , , , , , ,false
100,0003476257,1000,F,NB, , ,9,2021-01-04 06:00:00.000000,ZMG0204,10,10,0001040600,E,2060,20,60,0,2.000,0.000,1000,AA3,USD,1.00000, ,2021-01-04 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, , ,1900-01-01 06:00:00.000000, , , , , , , , , , , ,DFP,"FOB Destination, frt prepaid",0.00, ,1009248454,ZRM000,SAP,0005025305, , , ,1, , , , , , ,US, , ,US, ,0, , , ,02,0.00, , , , , ,0.00, ,0.00,0.00,1900-01-01 06:00:00.000000, , , , , ,1900-01-01 06:00:00.000000, , , , , , , , , ,0, , , , , , , , ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , ,0,0.00, ,0.00,0.00, , , , , , , , ,false
100,0003476272,1000,F,NB, , ,9,2021-01-04 06:00:00.000000,ZBB3042,10,10,0001014704,E,N120,120,0,0,0.000,0.000,1000,AQ9,USD,1.00000, ,2021-01-04 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, , ,1900-01-01 06:00:00.000000, , , , , , , , , , , ,DFP,"FOB Destination, frt prepaid",0.00, , ,ZRM000,SAP,0005018322, , , ,1, , , , , , ,US, , ,US, ,0, , , ,02,0.00, , , , , ,0.00, ,0.00,0.00,1900-01-01 06:00:00.000000, , , , , ,1900-01-01 06:00:00.000000, , , , , , , , , ,0, , , , , , , , ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , ,0,0.00, ,0.00,0.00, , , , , , , , ,false
100,0003476276,1000,F,NB, , ,9,2021-01-04 06:00:00.000000,ZAS0293,10,10,0001007162,E,N120,120,0,0,0.000,0.000,1000,BH6,USD,1.00000, ,2021-01-04 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, , ,1900-01-01 06:00:00.000000, , , ,0003029200, , , , , , , ,OFC,"FOB Origin, Frt Collect",0.00, ,1009249942,ZRM000,SAP,0005007947, , , ,1, ,01,PA,A,X, ,US, , ,US, ,0, , , ,05,7818.66, , , , , ,0.00, ,0.00,0.00,1900-01-01 06:00:00.000000, , , , , ,1900-01-01 06:00:00.000000, , , , , , , , , ,0, , , , , , , , ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , ,0,0.00, ,0.00,0.00, , , , , , , , ,false
100,0003476279,1000,F,NB, , ,9,2021-01-04 06:00:00.000000,ZAS0293,10,10,0001007162,E,N120,120,0,0,0.000,0.000,1000,BH6,USD,1.00000, ,2021-01-04 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, , ,1900-01-01 06:00:00.000000, , , ,0003029200, , , , , , , ,OFC,"FOB Origin, Frt Collect",0.00, ,1009249943,ZRM000,SAP,0005007947, , , ,1, ,01,PA,A,X, ,US, , ,US, ,0, , , ,05,10526.34, , , , , ,0.00, ,0.00,0.00,1900-01-01 06:00:00.000000, , , , , ,1900-01-01 06:00:00.000000, , , , , , , , , ,0, , , , , , , , ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , ,0,0.00, ,0.00,0.00, , , , , , , , ,false
100,0003476311,1000,F,ZPC, , ,9,2021-01-04 06:00:00.000000,ZBW0157,10,10,0001028602,E,PCRD,0,0,0,0.000,0.000,1000,AO3,USD,1.00000, ,2021-01-04 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, , ,1900-01-01 06:00:00.000000, , , , , , , , , , , ,DDP,DESTINATION,0.00,01/04/2021,1009250104,ZRM000,SAP,0005037784, , , ,1, ,01,PA,A,X, ,US, , ,US, ,0, , , ,05,2996.40, , , , , ,0.00, ,0.00,0.00,1900-01-01 06:00:00.000000, , , , , ,1900-01-01 06:00:00.000000, , , , , , , , , ,0, , , ,VISA,AC,0000002345, , ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , ,0,0.00, ,0.00,0.00, , , , , , , , ,false
