order_release_gid,order_release_xid,order_release_name,order_release_type_gid,is_template,order_base_gid,source_location_gid,dest_location_gid,early_pickup_date,late_pickup_date,early_delivery_date,late_delivery_date,fixed_itinerary_gid,assigned_itinerary_gid,fixed_sell_itinerary_gid,ship_unit_origin,total_weight,total_weight_uom_code,total_weight_base,total_volume,total_volume_uom_code,total_volume_base,total_packaging_unit_count,total_item_package_count,max_length,max_length_uom_code,max_length_base,max_width,max_width_uom_code,max_width_base,max_height,max_height_uom_code,max_height_base,plan_from_location_gid,plan_to_location_gid,assigned_sell_itinerary_gid,indicator,bulk_plan_gid,best_direct_cost_buy,best_dircost_buy_currency_gid,best_direct_cost_buy_base,best_direct_cost_sell,best_dircost_sell_currency_gid,best_direct_cost_sell_base,best_direct_rateoffer_gid_buy,best_direct_rateoffer_gid_sell,buy_general_ledger_gid,sell_general_ledger_gid,total_net_weight,total_net_weight_uom_code,total_net_weight_base,total_net_volume,total_net_volume_uom_code,total_net_volume_base,sell_bulk_plan_gid,total_ship_unit_count,load_point,unload_point,pickup_is_appt,delivery_is_appt,plan_from_load_point,plan_to_unload_point,user_defined1_icon_gid,user_defined2_icon_gid,user_defined3_icon_gid,user_defined4_icon_gid,user_defined5_icon_gid,external_system_id,payment_method_code_gid,inco_term_gid,term_location_text,planning_group_gid,time_window_emphasis_gid,is_known_shipper,dim_rate_factor_gid,release_method_gid,final_inco_term,final_text_location,inspection_number,inspection_schedule_date,inspection_date,survey_lay_can_date,loc_number,loc_issue_date,loc_received_date,loc_latest_shipping_date,loc_negotiated_days,loc_amount,loc_amount_currency_gid,loc_amount_base,loc_advising_number,loc_confirming_number,src_location_override_gid,dest_location_override_gid,plan_from_loc_override_gid,plan_to_loc_override_gid,secondary_t_weight,secondary_t_weight_uom_code,secondary_t_weight_base,secondary_t_volume,secondary_t_volume_uom_code,secondary_t_volume_base,rate_service_profile_gid,servprov_gid,servprov_profile_gid,transport_mode_gid,mode_profile_gid,equipment_group_gid,equipment_group_profile_gid,rate_offering_gid,rate_geo_gid,sell_rate_offering_gid,sell_rate_geo_gid,must_ship_direct,must_ship_thru_x_dock,must_ship_thru_pool,ship_with_group,primary_leg_source_loc_gid,prim_leg_src_loc_override_gid,port_of_load_location_gid,port_of_load_loc_override_gid,port_of_dis_location_gid,port_of_dis_loc_override_gid,primary_leg_dest_loc_gid,prim_leg_dest_override_loc_gid,import_license_required,import_license_issue_date,import_license_receive_date,import_license_expiration_date,import_license_number,loc_expiration_date,is_loc_required,inspection_required,unitization_condition_name,stuff_location_gid,destuff_location_gid,customer_unitization_request,default_stowage_mode,consolidation_type_gid,move_perspective_gid,quote_gid,commercial_payment_code_gid,is_loc_stale,ult_dest_country_code3_gid,template_type,bundling_type,is_consolidate_or_equipment,duty_paid,quote_option_number,partition_gid,total_declared_value,total_declared_value_gid,total_declared_value_base,buy_itinerary_profile_gid,sell_itinerary_profile_gid,buffer_type,sell_servprov_gid,sell_servprov_profile_gid,is_ignore_location_calendar,rate_service_gid,ship_unit_width,ship_unit_width_uom_code,ship_unit_width_base,ship_unit_length,ship_unit_length_uom_code,ship_unit_length_base,ship_unit_height,ship_unit_height_uom_code,ship_unit_height_base,ship_unit_diameter,ship_unit_diameter_uom_code,ship_unit_diameter_base,transport_handling_unit_gid,on_rt_execution,is_splittable,pickup_routing_sequence_gid,dropoff_routing_sequence_gid,latest_est_delivery_date,otm_version,priority,latest_est_pickup_date,marked_for_purge,pickup_rail_carrier,delivery_rail_carrier,equipment_type_gid,domain_name,insert_user,insert_date,update_user,update_date,rail_route_code_gid,em_phone_number,leg_consolidation_group_gid,is_pre_entered_pu,routing_constraint_gid,attribute1,attribute2,attribute3,attribute4,attribute5,attribute6,attribute7,attribute8,attribute9,attribute10,attribute11,attribute12,attribute13,attribute14,attribute15,attribute16,attribute17,attribute18,attribute19,attribute20,attribute_number1,attribute_number2,attribute_number3,attribute_number4,attribute_number5,attribute_number6,attribute_number7,attribute_number8,attribute_number9,attribute_number10,attribute_date1,attribute_date2,attribute_date3,attribute_date4,attribute_date5,attribute_date6,attribute_date7,attribute_date8,attribute_date9,attribute_date10,attribute_currency1,attribute_currency1_gid,attribute_currency1_base,attribute_currency2,attribute_currency2_gid,attribute_currency2_base,attribute_currency3,attribute_currency3_gid,attribute_currency3_base,allocation_group_gid,earliest_est_pickup_date,job_name,load_date,attribute_date11,attribute_date12,attribute_date13,attribute_date14,attribute_date15,attribute_date16,attribute_date17,attribute_date18,attribute_date19,attribute_date20,attribute_number11,attribute_number12,attribute_number13,attribute_number14,attribute_number15,attribute_number16,attribute_number17,attribute_number18,attribute_number19,attribute_number20,early_sail_date,external_voyage_code,is_direct_voyage,is_topoff,late_sail_date,voyage_gid
RC3.0004288381-001,0004288381-001,,RC3.INBOUND_PO,N,RC3.0004288381,RC3.0003007343,RC3.52891003,2023-07-21 0:16:08,,2023-08-07 5:01:00,2023-08-08 4:59:00,,RC3.USA_USA_TL_IM_LTL_POOL,,BS,41200.002,LB,41200.002,80.865,CUFT,80.865,,40000,,,,,,,,,,,RC3.5289,,G,RC3.INBOUND BULK PLAN-20230721160022,,,,,,,,,RC3.538098,,39999.987,LB,39999.987,0.864,CUFT,0.864,,27,,,N,N,,,TENDERED,,,,,,COL,FOB,ORIGIN,,BOTH,N,,RC3.ONE_TO_ONE_OB,,,,,,,,,,,,0.00E+00,USD,0.00E+00,,,,,,,0.00E+00,LB,0.00E+00,0.00E+00,CUFT,0.00E+00,,,RC3.NON_CPU,,RC3.NON-RAIL,,,,,,,N,N,N,4288381,,,,,,,,,MAY BE REQUIRED,,,,,,N,MAY BE REQUIRED,,,,N,,,,,,N,,,AUTOMATIC,N,NA,,,0.00E+00,USD,0.00E+00,,,BUFFER,,,,,,,,,,,,,,,,,RC3.000000009876543210,N,N,,,,6,1,,N,,,,RC3,RC3.ADMIN,2023-07-20 20:16:06,RC3.ADMIN,2023-07-22 2:19:09,,,,N,,,,,,,,,,,RC3.702433062N,CAG,,,ORDER_CREATE_SUCCESS,RNRJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAG_M_OTM_RPT_ORDER_RELEASE_DELTA,2024-05-10 6:18:30,,,,,,,,,,,,,,,,,,,,,,,,N,,
RC3.0004288382-001,0004288382-001,,RC3.INBOUND_PO,N,RC3.0004288382,RC3.0003007343,RC3.52891003,2023-07-21 0:16:10,,2023-08-09 5:01:00,2023-08-10 4:59:00,,RC3.USA_USA_TL_IM_LTL_POOL,,BS,41200.002,LB,41200.002,80.865,CUFT,80.865,,40000,,,,,,,,,,,RC3.5289,,G,RC3.INBOUND BULK PLAN-20230721160022,,,,,,,,,RC3.538098,,39999.987,LB,39999.987,0.864,CUFT,0.864,,27,,,N,N,,,TENDERED,,,,,,COL,FOB,ORIGIN,,BOTH,N,,RC3.ONE_TO_ONE_OB,,,,,,,,,,,,0.00E+00,USD,0.00E+00,,,,,,,0.00E+00,LB,0.00E+00,0.00E+00,CUFT,0.00E+00,,,RC3.NON_CPU,,RC3.NON-RAIL,,,,,,,N,N,N,4288382,,,,,,,,,MAY BE REQUIRED,,,,,,N,MAY BE REQUIRED,,,,N,,,,,,N,,,AUTOMATIC,N,NA,,,0.00E+00,USD,0.00E+00,,,BUFFER,,,,,,,,,,,,,,,,,RC3.000000009876543210,N,N,,,,6,1,,N,,,,RC3,RC3.ADMIN,2023-07-20 20:16:09,RC3.ADMIN,2023-07-22 2:22:36,,,,N,,,,,,,,,,,RC3.702433134N,CAG,,,ORDER_CREATE_SUCCESS,RNRJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAG_M_OTM_RPT_ORDER_RELEASE_DELTA,2024-05-10 6:18:30,,,,,,,,,,,,,,,,,,,,,,,,N,,
RC3.0004288446-001,0004288446-001,,RC3.INBOUND_PO,N,RC3.0004288446,RC3.0003063124,RC3.21050003,2023-08-08 5:01:00,2023-08-08 5:01:00,2023-08-08 7:01:00,2023-08-09 6:59:00,,,,BS,40561.238,LB,40561.238,58.596,CUFT,58.596,,39690,,,,,,,,,,,RC3.2105,,G,RC3.INBOUND BULK PLAN-20230801160009,,,,,,,,,RC3.538098,,39689.993,LB,39689.993,0.513,CUFT,0.513,,19,,,N,N,,,TENDERED,,ENTERED_CUSTOMS,,,,COL,FOB,ORIGIN,,BOTH,N,,RC3.ONE_TO_ONE_OB,,,,,,,,,,,,0.00E+00,USD,0.00E+00,,,,,,,0.00E+00,LB,0.00E+00,0.00E+00,CUFT,0.00E+00,,,RC3.NON_CPU,,RC3.NON-RAIL,,,,,,,N,N,N,4288446,,,,,,,,,MAY BE REQUIRED,,,,,,N,MAY BE REQUIRED,,,,N,,,,,,N,,,AUTOMATIC,N,NA,,,0.00E+00,USD,0.00E+00,,,BUFFER,,,,,,,,,,,,,,,,,RC3.000000009876543210,N,N,,,2023-08-09 5:01:00,6,1,,N,,,,RC3,RC3.ADMIN,2023-07-20 22:01:02,RC3.ADMIN,2023-08-31 2:17:06,,,,N,,,,,,,,,,,RC3.702453232N,CAG,,,ORDER_CREATE_SUCCESS,DUMMY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAG_M_OTM_RPT_ORDER_RELEASE_DELTA,2024-05-10 6:18:30,,,,,,,,,,,,,,,,,,,,,,,,N,,
RC3.0004288698-001,0004288698-001,,RC3.INBOUND_PO,N,RC3.0004288698,RC3.0003067204,RC3.50530003,2023-07-21 17:22:04,,2023-08-17 4:01:00,2023-08-18 3:59:00,,RC3.USA_USA_TL_IM_LTL_POOL,,BS,40967.719,LB,40967.719,726.882,CUFT,726.882,,40000,,,,,,,,,,,RC3.5053,,G,,,,,,,,,,RC3.538098,,39999.999,LB,39999.999,688.168,CUFT,688.168,,13,,,N,N,,,TENDERED,,,,,,COL,FOB,ORIGIN,,BOTH,N,,RC3.ONE_TO_ONE_OB,,,,,,,,,,,,0.00E+00,USD,0.00E+00,,,,,,,0.00E+00,LB,0.00E+00,0.00E+00,CUFT,0.00E+00,,,RC3.NON_CPU,,RC3.NON-RAIL,,,,,,,N,N,N,4288698,,,,,,,,,MAY BE REQUIRED,,,,,,N,MAY BE REQUIRED,,,,N,,,,,,N,,,AUTOMATIC,N,NA,,,0.00E+00,USD,0.00E+00,,,BUFFER,,,,,,,,,,,,,,,,,RC3.000000007563295403,N,N,,,2023-08-17 4:01:00,6,1,,N,,,,RC3,RC3.ADMIN,2023-07-21 13:22:02,RC3.ADMIN,2023-08-01 2:17:12,,,,N,,,,,,,,,,,RC3.702450034N,CAG,,,ORDER_CREATE_SUCCESS,MOHS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAG_M_OTM_RPT_ORDER_RELEASE_DELTA,2024-05-10 6:18:30,,,,,,,,,,,,,,,,,,,,,,,,N,,
RC3.0004288718-001,0004288718-001,,RC3.INBOUND_PO,N,RC3.0004288718,RC3.0001003532,RC3.50530003,2023-07-21 19:40:03,,2023-08-15 4:01:00,2023-08-16 3:59:00,,RC3.USA-REGION_WORLD_VENDOR_CPU-CE,,BS,20599.982,LB,20599.982,674.726,CUFT,674.726,,20000,,,,,,,,,,,RC3.5053,,G,,,,,,,,,,RC3.538098,,20000.006,LB,20000.006,634.725,CUFT,634.725,,13,,,N,N,,,TENDERED,,,,,,PPD,FOB,DESTINATION,,BOTH,N,,RC3.ONE_TO_ONE_OB,,,,,,,,,,,,0.00E+00,USD,0.00E+00,,,,,,,0.00E+00,LB,0.00E+00,0.00E+00,CUFT,0.00E+00,,,RC3.CPU,,RC3.NON-RAIL,,RC3.VENDOR_EQUIP,,,,,N,N,N,4288718,,,,,,,,,MAY BE REQUIRED,,,,,,N,MAY BE REQUIRED,,,,N,,,,,,N,,,AUTOMATIC,N,NA,,,0.00E+00,USD,0.00E+00,,,BUFFER,,,,,,,,,,,,,,,,,RC3.000000009876543210,N,N,,,,6,1,,N,,,,RC3,RC3.ADMIN,2023-07-21 13:40:02,RC3.ADMIN,2023-07-21 13:40:09,,,,N,,,,,,,,,,,RC3.702432698N,CAG,,,ORDER_CREATE_SUCCESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAG_M_OTM_RPT_ORDER_RELEASE_DELTA,2024-05-10 6:18:30,,,,,,,,,,,,,,,,,,,,,,,,N,,
RC3.0004288791-001,0004288791-001,,RC3.INBOUND_PO,N,RC3.0004288791,RC3.0001003505,RC3.50530003,2023-07-21 19:31:03,,2023-08-17 4:01:00,2023-08-18 3:59:00,,RC3.USA-REGION_WORLD_VENDOR_CPU-CE,,BS,42300,LB,42300,1354.84,CUFT,1354.84,,40800,,,,,,,,,,,RC3.5053,,G,,,,,,,,,,RC3.538098,,40800,LB,40800,1294.84,CUFT,1294.84,,20,,,N,N,,,TENDERED,,,,,,PPA,FOB,DESTINATION,,BOTH,N,,RC3.ONE_TO_ONE_OB,,,,,,,,,,,,0.00E+00,USD,0.00E+00,,,,,,,0.00E+00,LB,0.00E+00,0.00E+00,CUFT,0.00E+00,,,RC3.CPU,,RC3.NON-RAIL,,RC3.VENDOR_EQUIP,,,,,N,N,N,4288791,,,,,,,,,MAY BE REQUIRED,,,,,,N,MAY BE REQUIRED,,,,N,,,,,,N,,,AUTOMATIC,N,NA,,,0.00E+00,USD,0.00E+00,,,BUFFER,,,,,,,,,,,,,,,,,RC3.000000007563295403,N,N,,,,6,1,,N,,,,RC3,RC3.ADMIN,2023-07-21 14:31:02,RC3.ADMIN,2023-07-21 14:31:11,,,,N,,,,,,,,,,,RC3.702432845N,CAG,,,ORDER_CREATE_SUCCESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAG_M_OTM_RPT_ORDER_RELEASE_DELTA,2024-05-10 6:18:30,,,,,,,,,,,,,,,,,,,,,,,,N,,
RC3.0004288814-001,0004288814-001,,RC3.INBOUND_PO,N,RC3.0004288814,RC3.0001016322,RC3.50530003,2023-07-21 18:37:10,,2023-08-08 4:01:00,2023-08-09 3:59:00,,RC3.USA-REGION_WORLD_VENDOR_CPU-CE,,BS,42300,LB,42300,1354.84,CUFT,1354.84,,40800,,,,,,,,,,,RC3.5053,,G,,,,,,,,,,RC3.538098,,40800,LB,40800,1294.84,CUFT,1294.84,,20,,,N,N,,,TENDERED,,,,,,PPD,FOB,DESTINATION,,BOTH,N,,RC3.ONE_TO_ONE_OB,,,,,,,,,,,,0.00E+00,USD,0.00E+00,,,,,,,0.00E+00,LB,0.00E+00,0.00E+00,CUFT,0.00E+00,,,RC3.CPU,,RC3.NON-RAIL,,RC3.VENDOR_EQUIP,,,,,N,N,N,4288814,,,,,,,,,MAY BE REQUIRED,,,,,,N,MAY BE REQUIRED,,,,N,,,,,,N,,,AUTOMATIC,N,NA,,,0.00E+00,USD,0.00E+00,,,BUFFER,,,,,,,,,,,,,,,,,RC3.000000007563295403,N,N,,,,6,1,,N,,,,RC3,RC3.ADMIN,2023-07-21 14:37:09,RC3.ADMIN,2023-07-21 14:37:16,,,,N,,,,,,,,,,,RC3.702432863N,CAG,,,ORDER_CREATE_SUCCESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAG_M_OTM_RPT_ORDER_RELEASE_DELTA,2024-05-10 6:18:30,,,,,,,,,,,,,,,,,,,,,,,,N,,
RC3.0004288829,4288829,,RC3.INBOUND_STO,N,,RC3.5016,RC3.50060003,2023-07-24 5:01:00,2023-07-25 4:59:00,2023-07-24 5:01:00,2023-07-25 4:59:00,,RC3.USA-REGION_WORLD_VENDOR_CPU-CE,,,41509.017,LB,41509.017,1359.558,CUFT,1359.558,,1,,,,,,,,,,,RC3.5006,,G,,,,,,,,,,RC3.538098,,40300.011,LB,40300.011,1278.963,CUFT,1278.963,,27,,,N,N,,,TENDERED,,,,,,COL,,,,,N,,CAG_LINE_AS_IS,,,,,,,,,,,,0.00E+00,USD,0.00E+00,,,,,,,0.00E+00,LB,0.00E+00,0.00E+00,CUFT,0.00E+00,,RC3.CPU,RC3.NON_CPU,,,,,,,,,N,N,N,,,,,,,,,,MAY BE REQUIRED,,,,,,N,MAY BE REQUIRED,,,,N,,,,,,N,,,DO NOT BUNDLE,N,NA,,,0.00E+00,USD,0.00E+00,,,BUFFER,,,,,,,,,,,,,,,,,RC3.000000009876543210,N,N,,,,6,1,,N,,,,RC3,RC3.SA_SI,2023-07-21 14:43:04,RC3.ADMIN,2023-07-21 14:43:10,,,,N,,,,,,,,,,,RC3.702432879N,CAG,,,ORDER_CREATE_SUCCESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAG_M_OTM_RPT_ORDER_RELEASE_DELTA,2024-05-10 6:18:30,,,,,,,,,,,,,,,,,,,,,,,,N,,
RC3.0004289042-001,0004289042-001,,RC3.INBOUND_PO,N,RC3.0004289042,RC3.0001000790,RC3.50080003,2023-07-21 20:34:04,,2023-08-09 5:01:00,2023-08-10 4:59:00,,RC3.USA-REGION_WORLD_VENDOR_CPU-CE,,BS,40900,LB,40900,60.62,CUFT,60.62,,40000,,,,,,,,,,,RC3.5008,,G,,,,,,,,,,RC3.538098,,40000,LB,40000,0.62,CUFT,0.62,,20,,,N,N,,,TENDERED,,,,,,PPD,FOB,DESTINATION,,BOTH,N,,RC3.ONE_TO_ONE_OB,,,,,,,,,,,,0.00E+00,USD,0.00E+00,,,,,,,0.00E+00,LB,0.00E+00,0.00E+00,CUFT,0.00E+00,,,RC3.CPU,,RC3.NON-RAIL,,RC3.VENDOR_EQUIP,,,,,N,N,N,4289042,,,,,,,,,MAY BE REQUIRED,,,,,,N,MAY BE REQUIRED,,,,N,,,,,,N,,,AUTOMATIC,N,NA,,,0.00E+00,USD,0.00E+00,,,BUFFER,,,,,,,,,,,,,,,,,RC3.000000009876543210,N,N,,,,6,1,,N,,,,RC3,RC3.ADMIN,2023-07-21 16:34:02,RC3.ADMIN,2023-07-21 16:34:10,,,,N,,,,,,,,,,,RC3.702433196N,CAG,,,ORDER_CREATE_SUCCESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAG_M_OTM_RPT_ORDER_RELEASE_DELTA,2024-05-10 6:18:30,,,,,,,,,,,,,,,,,,,,,,,,N,,
RC3.0004289163,4289163,,RC3.INBOUND_STO,N,,RC3.5007,RC3.50090003,2023-07-26 5:01:00,2023-07-27 4:59:00,2023-07-26 5:01:00,2023-07-27 4:59:00,,RC3.USA-REGION_WORLD_VENDOR_CPU-CE,,,37296.733,LB,37296.733,248.18,CUFT,248.18,,4,,,,,,,,,,,RC3.5009,,G,,,,,,,,,,RC3.538098,,36000.001,LB,36000.001,165.731,CUFT,165.731,,27,,,N,N,,,TENDERED,,BOOK_MODIFIED,,,,COL,,,,,N,,CAG_LINE_AS_IS,,,,,,,,,,,,0.00E+00,USD,0.00E+00,,,,,,,0.00E+00,LB,0.00E+00,0.00E+00,CUFT,0.00E+00,,RC3.CPU,RC3.NON_CPU,,,,,,,,,N,N,N,,,,,,,,,,MAY BE REQUIRED,,,,,,N,MAY BE REQUIRED,,,,N,,,,,,N,,,DO NOT BUNDLE,N,NA,,,0.00E+00,USD,0.00E+00,,,BUFFER,,,,,,,,,,,,,,,,,,N,N,,,,6,1,,N,,,,RC3,RC3.SA_SI,2023-07-21 17:37:44,RC3.ADMIN,2023-08-02 18:10:09,,,,N,,,,,,,,,,,RC3.702433477N,CAG,,,ORDER_CREATE_SUCCESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAG_M_OTM_RPT_ORDER_RELEASE_DELTA,2024-05-10 6:18:30,,,,,,,,,,,,,,,,,,,,,,,,N,,
RC3.0004289237,4289237,,RC3.INBOUND_STO,N,,RC3.2103,RC3.50060003,2023-08-23 5:01:00,2023-08-24 4:59:00,2023-08-25 5:01:00,2023-08-26 4:59:00,,,,,40448.551,LB,40448.551,34.309,CUFT,34.309,,39600,,,,,,,,,,RC3.21030003,RC3.5006,,,,,,,,,,,,RC3.538098,,39600,LB,39600,0.363,CUFT,0.363,,11,,,N,N,,,,,,,,,COL,,,,,N,,CAG_LINE_AS_IS,,,,,,,,,,,,0.00E+00,USD,0.00E+00,,,,,,,0.00E+00,LB,0.00E+00,0.00E+00,CUFT,0.00E+00,,,RC3.NON_CPU,,RC3.NON-RAIL,,,,,,,N,N,N,,,,,,,,,,MAY BE REQUIRED,,,,,,N,MAY BE REQUIRED,,,,N,,,,,,N,,,DO NOT BUNDLE,N,NA,,,0.00E+00,USD,0.00E+00,,,BUFFER,,,,,,,,,,,,,,,,,RC3.000000007563295403,N,N,,,,6,1,,N,,,,RC3,RC3.SA_SI,2023-07-21 18:00:41,RC3.ADMIN,2023-08-21 22:37:01,,,,N,,,,,,,,,,,,CAG,,,ORDER_CREATE_SUCCESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAG_M_OTM_RPT_ORDER_RELEASE_DELTA,2024-05-10 6:18:30,,,,,,,,,,,,,,,,,,,,,,,,N,,
RC3.0004289253-001,0004289253-001,,RC3.INBOUND_PO,N,RC3.0004289253,RC3.0003056295,RC3.54290003,2023-07-21 23:07:03,,2023-08-24 5:01:00,2023-08-25 4:59:00,,RC3.USA-REGION_WORLD_VENDOR_CPU-CE,,BS,43199.125,LB,43199.125,1.791,CUFT,1.791,,42500,,,,,,,,,,,RC3.5429,,G,,,,,,,,,,RC3.538098,,43180,LB,43180,0.516,CUFT,0.516,,1,,,N,N,,,TENDERED,,,,,,PPD,FOB,DESTINATION,,BOTH,N,,RC3.ONE_TO_ONE_OB,,,,,,,,,,,,0.00E+00,USD,0.00E+00,,,,,,,0.00E+00,LB,0.00E+00,0.00E+00,CUFT,0.00E+00,,,RC3.CPU,,RC3.NON-RAIL,,RC3.VENDOR_EQUIP,,,,,N,N,N,4289253,,,,,,,,,MAY BE REQUIRED,,,,,,N,MAY BE REQUIRED,,,,N,,,,,,N,,,AUTOMATIC,N,NA,,,0.00E+00,USD,0.00E+00,,,BUFFER,,,,,,,,,,,,,,,,,RC3.000000009876543210,N,N,,,,6,1,,N,,,,RC3,RC3.ADMIN,2023-07-21 18:07:02,RC3.ADMIN,2023-07-21 18:07:10,,,,N,,,,,,,,,,,RC3.702433533N,CAG,,,ORDER_CREATE_SUCCESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAG_M_OTM_RPT_ORDER_RELEASE_DELTA,2024-05-10 6:18:30,,,,,,,,,,,,,,,,,,,,,,,,N,,
RC3.0004289258-002,0004289258-002,,RC3.INBOUND_PO,N,RC3.0004289258,RC3.0003063174,RC3.53950003,2023-07-27 20:01:20,,2023-08-17 4:01:00,2023-08-18 3:59:00,,RC3.USA_USA_TL_IM_LTL_POOL,,BS,25109.515,LB,25109.515,77.59,CUFT,77.59,,401570,,,,,,,,,,,RC3.5395,,G,RC3.INBOUND BULK PLAN-20230731160033,,,,,,,,,RC3.538098,,23956.022,LB,23956.022,0.695,CUFT,0.695,,26,,,N,N,,,TENDERED,,,,,,COL,FOB,ORIGIN,,BOTH,N,,RC3.ONE_TO_ONE_OB,,,,,,,,,,,,0.00E+00,USD,0.00E+00,,,,,,,0.00E+00,LB,0.00E+00,0.00E+00,CUFT,0.00E+00,,,RC3.NON_CPU,,RC3.NON-RAIL,,,,,,,N,N,N,4289258,,,,,,,,,MAY BE REQUIRED,,,,,,N,MAY BE REQUIRED,,,,N,,,,,,N,,,AUTOMATIC,N,NA,,,0.00E+00,USD,0.00E+00,,,BUFFER,,,,,,,,,,,,,,,,,RC3.000000009876543210,N,N,,,,6,1,,N,,,,RC3,RC3.ADMIN,2023-07-27 15:01:19,RC3.ADMIN,2023-08-01 2:20:51,,,,N,,,,,,,,,,,RC3.702449434N,CAG,,,ORDER_CREATE_SUCCESS,USIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAG_M_OTM_RPT_ORDER_RELEASE_DELTA,2024-05-10 6:18:30,,,,,,,,,,,,,,,,,,,,,,,,N,,
RC3.0004289347-001,0004289347-001,,RC3.INBOUND_PO,N,RC3.0004289347,RC3.0003039571,RC3.21060003,2023-07-21 23:16:19,,2023-09-11 5:01:00,2023-09-12 4:59:00,,RC3.USA-REGION_WORLD_VENDOR_CPU-CE,,BS,1966.24,LB,1966.24,32.336,CUFT,32.336,,1908,,,,,,,,,,,RC3.2106,,G,,,,,,,,,,RC3.538098,,1908,LB,1908,29.84,CUFT,29.84,,1,,,N,N,,,TENDERED,,,,,,PPD,FOB,DESTINATION,,BOTH,N,,RC3.ONE_TO_ONE_OB,,,,,,,,,,,,0.00E+00,USD,0.00E+00,,,,,,,0.00E+00,LB,0.00E+00,0.00E+00,CUFT,0.00E+00,,,RC3.CPU,,RC3.NON-RAIL,,RC3.VENDOR_EQUIP,,,,,N,N,N,4289347,,,,,,,,,MAY BE REQUIRED,,,,,,N,MAY BE REQUIRED,,,,N,,,,,,N,,,AUTOMATIC,N,NA,,,0.00E+00,USD,0.00E+00,,,BUFFER,,,,,,,,,,,,,,,,,RC3.000000006251042590,N,N,,,,6,1,,N,,,,RC3,RC3.ADMIN,2023-07-21 19:16:17,RC3.ADMIN,2023-07-21 19:16:25,,,,N,,,,,,,,,,,RC3.702433682N,CAG,,,ORDER_CREATE_SUCCESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAG_M_OTM_RPT_ORDER_RELEASE_DELTA,2024-05-10 6:18:30,,,,,,,,,,,,,,,,,,,,,,,,N,,
RC3.0004289384-001,0004289384-001,,RC3.INBOUND_PO,N,RC3.0004289384,RC3.0001000868,RC3.4254CS03,2023-07-22 1:07:04,,2023-08-04 5:01:00,2023-08-05 4:59:00,,RC3.USA-REGION_WORLD_VENDOR_CPU-CE,,BS,50000.016,LB,50000.016,1586.805,CUFT,1586.805,,50000,,,,,,,,,,,RC3.42540001,,G,,,,,,,,,,RC3.538098,,50000.016,LB,50000.016,1586.805,CUFT,1586.805,,1,,,N,N,,,TENDERED,,,,,,PPD,FOB,DESTINATION,,BOTH,N,,RC3.ONE_TO_ONE_OB,,,,,,,,,,,,0.00E+00,USD,0.00E+00,,,,,,,0.00E+00,LB,0.00E+00,0.00E+00,CUFT,0.00E+00,,,RC3.CPU,,RC3.NON-RAIL,,RC3.VENDOR_EQUIP,,,,,N,N,N,4289384,,,,,,,,,MAY BE REQUIRED,,,,,,N,MAY BE REQUIRED,,,,N,,,,,,N,,,AUTOMATIC,N,NA,,,0.00E+00,USD,0.00E+00,,,BUFFER,,,,,,,,,,,,,,,,,RC3.000000000000010610,N,N,,,,6,1,,N,,,,RC3,RC3.ADMIN,2023-07-21 20:07:03,RC3.ADMIN,2023-07-21 20:07:11,,,,N,,,,,,,,,,,RC3.702433768N,CAG,,,ORDER_CREATE_SUCCESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAG_M_OTM_RPT_ORDER_RELEASE_DELTA,2024-05-10 6:18:30,,,,,,,,,,,,,,,,,,,,,,,,N,,
